date,long_deal_amount_外資,long_deal_amount_投信,long_deal_amount_自營商,long_deal_volume_外資,long_deal_volume_投信,long_deal_volume_自營商,long_open_interest_balance_amount_外資,long_open_interest_balance_amount_投信,long_open_interest_balance_amount_自營商,long_open_interest_balance_volume_外資,long_open_interest_balance_volume_投信,long_open_interest_balance_volume_自營商,short_deal_amount_外資,short_deal_amount_投信,short_deal_amount_自營商,short_deal_volume_外資,short_deal_volume_投信,short_deal_volume_自營商,short_open_interest_balance_amount_外資,short_open_interest_balance_amount_投信,short_open_interest_balance_amount_自營商,short_open_interest_balance_volume_外資,short_open_interest_balance_volume_投信,short_open_interest_balance_volume_自營商
2024-01-04,171909131,1351382,22459145,48994,385,6402,155582441,71898840,24230686,44327,20484,6904,159400303,1519258,27850863,45431,433,7938,227430188,41140710,27582648,64797,11721,7863
2024-01-05,178023797,1741578,32500623,50697,497,9259,156478285,69714633,28120058,44663,19898,8027,175252083,2659191,28691632,49911,759,8174,225431834,39930529,27457050,64345,11397,7841
2024-01-08,227310456,1087916,40838114,64604,309,11601,165742207,70436290,27776311,47101,20016,7895,224175011,316793,40820560,63713,90,11596,231860043,39750624,26288419,65892,11296,7476
2024-01-09,207705452,2893159,41938756,58922,824,11891,158873348,71897064,27738146,45273,20487,7906,227067920,1226584,41515041,64391,349,11778,244003240,39628145,25886034,69533,11292,7382
2024-01-10,196104598,2968151,40202155,56070,850,11495,155726160,67709854,27190621,44597,19390,7788,197132852,5646060,42388537,56365,1616,12121,241466339,38275812,27472453,69152,10961,7873
2024-01-11,207052276,2856681,33323564,59080,813,9506,162771296,70923049,29323922,46322,20183,8346,209683737,565747,30668627,59834,161,8747,251702808,39012428,26929796,71631,11102,7668
2024-01-12,298395191,1249741,39960862,85249,357,11418,159776432,69118994,30513813,45689,19763,8726,302205664,3267239,38775346,86345,934,11078,252116626,39377002,26007586,72093,11259,7441
2024-01-15,426981220,54661177,55933290,121557,15534,15924,171033964,64194978,30254052,48717,18285,8619,410693691,58308377,57980355,116921,16573,16508,247449653,38004410,27803334,70485,10825,7924
2024-01-16,323289188,33078713,58373125,92888,9506,16769,167329518,50863232,21616378,48205,14649,6233,307687780,45316080,67468938,88383,13038,19385,227147797,37227235,26693528,65453,10721,7696
2024-01-17,254055420,1296602,81608938,73441,376,23625,130627405,47168748,16041065,37896,13684,4654,264151433,5211054,69398439,76351,1512,20082,180716355,37413738,22034440,52428,10854,6395
2024-01-18,206280772,3415158,27693288,59815,988,8028,123223337,47007040,17866864,35651,13600,5170,203260843,2306579,29016634,58941,668,8411,170398878,36119380,25289417,49301,10450,7320
2024-01-19,316490262,2869227,46152660,90353,812,13158,146854714,47772822,20486505,41546,13515,5798,285947579,957058,41902859,81594,271,11948,156083715,34725875,23886648,44159,9824,6762
2024-01-22,226121713,1427872,34051259,63657,401,9586,134892793,48969872,25918665,37860,13744,7277,241153361,39186,27156298,67898,11,7644,159305198,34429269,22985909,44714,9663,6456
2024-01-23,197113548,42879,23215020,55269,12,6509,146325644,48797508,19997973,40947,13655,5599,177817052,707533,29805261,49862,198,8356,151487570,34878336,24148172,42394,9760,6762
2024-01-24,162743966,3580,25612790,45446,1,7154,142724821,46483070,17024636,39877,12987,4760,159276337,2394495,27547514,44482,669,7692,144443336,34932992,24231685,40360,9760,6775
2024-01-25,208540991,568758,29595204,57962,158,8228,158136553,46007531,17764691,43935,12782,4939,194616007,737865,28457741,54091,205,7912,145931209,34561439,24241023,40547,9602,6740
2024-01-26,181304052,370799,22373239,50335,103,6213,158971591,45728259,16915143,44162,12703,4702,177613007,655150,25770487,49305,182,7158,143010694,34565280,26781904,39731,9602,7445
2024-01-29,177267923,1678421,28384087,49101,463,7859,163726695,44299861,19961148,45172,12222,5511,181107319,1931502,25873736,50157,533,7163,151482693,33313699,27236960,41797,9191,7520
2024-01-30,163301773,626269,25318593,45104,173,6995,152357587,44580514,19010699,42133,12328,5261,172354290,177203,24862827,47606,49,6869,149185098,33171403,25672922,41259,9173,7105
2024-01-31,178723799,465868,34144821,49725,130,9505,144272403,43770250,16403048,40253,12212,4579,187325675,1490924,36512657,52121,416,10163,149729878,33487181,25706040,41779,9343,7177
2024-02-01,243190199,480984,31592870,67736,134,8805,144064496,44354607,17258315,40052,12331,4801,250312285,39449,31179429,69731,11,8688,156716204,33592383,26232280,43573,9339,7298
2024-02-02,177322164,712557,23456062,49141,197,6499,141020128,44244314,18426731,38991,12233,5098,183722895,477401,21687288,50915,132,6009,163198936,33187757,25711315,45127,9176,7114
2024-02-05,212021670,875238,29392119,58771,242,8149,138235685,45075054,20130161,38219,12462,5569,209652420,21705,27660306,58129,6,7666,158093140,33164273,25821622,43713,9169,7144
2024-02-15,277694053,951684,50155366,74975,255,13525,164481185,47247379,24273933,44064,12656,6509,267162898,7457,54482465,72178,2,14681,174369158,34009452,34670530,46717,9110,9293
2024-02-16,193942653,4299467,35016325,51913,1151,9374,157820862,46595961,22928797,42342,12500,6155,209098342,2639883,32784288,55971,707,8778,182797586,31723485,31071205,49045,8510,8341
2024-02-19,294535130,41349872,41335932,78928,11079,11077,176451245,47244091,23483613,47254,12652,6292,282496824,40781092,44322719,75701,10927,11879,189402190,31777558,35045293,50725,8510,9389
2024-02-20,275294811,35439184,44146267,73614,9464,11805,193069629,47335191,18723173,51463,12616,4995,255524376,35168094,48282146,68325,9393,12911,182768171,31528002,34520069,48721,8403,9205
2024-02-21,196916214,433815,52852592,52577,116,14112,146564216,47338153,6623575,39203,12662,1774,218097530,388879,49772309,58230,104,13296,137505307,31542568,29136287,36782,8437,7797
2024-02-22,187809408,849826,27047969,49974,225,7190,146419094,48015766,10400615,38764,12712,2756,185338325,636329,28719813,49310,170,7635,134758299,31849350,34365313,35679,8432,9102
2024-02-23,192909477,1987151,31155856,50900,525,8223,146673731,49243066,10674204,38778,13019,2824,188900420,117338,29231287,49839,31,7716,130984161,31185888,32740975,34632,8245,8660
2024-02-26,165192934,466524,23717790,43653,123,6266,155698054,47265874,10689164,41051,12462,2820,157602545,2360170,25613097,41648,622,6766,132361039,31051654,34750445,34900,8187,9166
2024-02-27,219959967,4677066,40202009,58201,1239,10644,148189790,51526422,11029540,39266,13653,2924,228772821,645218,40521060,60541,171,10730,133845216,31361940,35382254,35467,8310,9379
2024-02-29,174641988,1839035,33653703,46205,485,8900,144395494,52848099,11970772,38077,13936,3159,175333296,363967,33427784,46383,96,8840,130652791,31111209,36117937,34455,8204,9528
2024-03-01,188392094,6192195,30077550,49669,1633,7931,129302542,58968710,10876319,34097,15550,2870,207769585,128933,30227771,54784,34,7971,134957204,31168092,35298380,35590,8219,9312
2024-03-04,262647920,3872264,47016220,68524,1003,12259,146272744,57743752,13906207,37873,14951,3603,241808592,5120083,47808682,63040,1326,12461,130867091,30669730,39395074,33886,7941,10205
2024-03-05,216863217,1806929,40852126,55959,466,10540,142938968,56300804,15676737,36859,14518,4044,219402933,3066769,38920815,56614,790,10046,130014355,30372496,39117427,33528,7832,10093
2024-03-06,222624414,1096104,50845988,57447,281,13111,142845369,54471347,17898615,36614,13962,4590,222678355,3031765,47126539,57457,778,12158,129835225,30325582,37608351,33281,7773,9646
2024-03-07,340336128,2831921,56461856,86506,719,14355,140445844,53774639,21290957,35643,13647,5406,341424042,3881336,57675826,86784,984,14661,128400864,30431709,42384188,32588,7723,10763
2024-03-08,442259765,186548,76841770,111407,47,19361,134073438,50090696,24144806,33868,12653,6102,460465776,4469182,72430520,116029,1129,18248,140264359,30922187,40809532,35434,7811,10316
2024-03-11,382736230,0,57523320,96643,0,14529,123874118,49053408,25782948,31415,12440,6541,393313751,1104287,57600824,99334,280,14549,149722497,31064530,42642031,37972,7878,10821
2024-03-12,255548257,1072993,43229342,64587,269,10908,132473940,48931199,29515170,33196,12261,7399,261737027,1145129,40523306,66143,287,10230,164827900,30797004,43861603,41305,7717,10998
2024-03-13,328015223,713461,66315122,82179,179,16613,125849019,48923240,32395705,31577,12275,8131,332109572,669761,62242457,83202,168,15596,162238974,30768832,42409544,40709,7720,10648
2024-03-14,267199290,0,43003754,67138,0,10807,138363385,48358488,33888838,34695,12126,8500,265040512,606211,43597838,66600,152,10954,172645844,30799324,44259167,43293,7723,11105
2024-03-15,289389904,1539982,59774626,72969,389,15073,140977090,46176677,44640355,35722,11703,11314,301707104,3843396,53259225,76069,973,13433,187116968,31107710,48285288,47420,7884,12239
2024-03-18,343252683,41344639,43858957,86649,10419,11071,147333886,46653230,37235999,36973,11707,9350,338105746,41452021,47297222,85345,10449,11935,188761901,31554458,44931914,47377,7918,11283
2024-03-19,374083160,38894806,65433876,94205,9783,16474,146511232,50002821,35541914,36846,12573,8946,376355537,34865770,66755691,94771,8773,16806,190116903,30917025,43783360,47822,7774,11019
2024-03-20,299988478,757624,85295680,75514,191,21478,124475630,50256822,3859114,31381,12670,975,310945232,650819,72179354,78272,164,18174,143461929,30967246,28632453,36169,7807,7225
2024-03-21,296326117,1442053,40513403,73898,356,10080,142703061,51468504,7175716,35218,12702,1773,267364463,887549,40674980,66649,222,10127,125954539,31220660,32641724,31086,7705,8062
2024-03-22,262430796,1197238,38086144,64884,296,9419,111552207,52024896,9539136,27557,12852,2358,295415350,210494,35092622,73035,52,8679,133575431,30809328,31920952,32999,7611,7891
2024-03-25,193236376,36422,25358610,47737,9,6264,112989187,51721507,8002352,27927,12784,1979,192203732,299387,28193635,47481,74,6964,133964618,30780446,33387729,33113,7608,8257
2024-03-26,353086092,197798,66794569,87254,49,16504,115319317,50083022,7977052,28565,12406,1977,358351160,2555842,66891683,88564,633,16524,141457192,31545118,33402372,35041,7814,8278
2024-03-27,214826750,1430021,34297690,53167,353,8485,123077863,50847580,8431476,30377,12550,2082,202212605,417103,38976604,50043,103,9641,136604659,31229733,38597252,33717,7708,9530
2024-03-28,250212600,761107,40884981,61920,188,10119,127736432,50820151,10073645,31614,12578,2494,259929746,128806,34771858,64318,32,8606,150878126,30626232,34011563,37343,7580,8421
2024-03-29,216515192,5413005,29253473,53476,1335,7223,134187490,56299839,10436826,33086,13882,2574,196358618,56778,34775944,48501,14,8586,137239156,30672503,39695993,33840,7563,9791
2024-04-01,177409435,2503609,35077010,43644,617,8629,126417568,58845641,10603653,31147,14499,2613,191899361,105594,29905354,47213,26,7355,143956612,30800715,34661973,35470,7589,8543
2024-04-02,265745873,4549525,41449360,65089,1109,10149,149918152,63216993,13279745,36527,15403,3236,237559490,266110,52536754,58188,65,12862,136319381,30572186,48654673,33215,7449,11858
2024-04-03,262635731,675856,57293700,64390,166,14049,120156296,62982275,9291633,29520,15474,2283,299519505,1588355,49683846,73429,390,12181,150539882,31519629,36845504,36986,7744,9055
2024-04-08,234976003,1310320,34849206,57470,320,8523,123678395,63610617,10686713,30242,15555,2613,228273867,196462,37419740,55835,48,9151,147612143,30887310,41249652,36096,7553,10089
2024-04-09,319415896,1627676,51868341,77325,390,12532,157381340,65144670,12576019,37704,15608,3013,281693970,129028,59297073,68153,31,14345,135817390,30247661,51206933,32540,7247,12271
2024-04-10,240896643,16679,46782095,57810,4,11227,146275533,64853958,11579808,35077,15554,2777,269519213,246020,38215435,64685,59,9171,153390214,30221429,41651909,36787,7248,9991
2024-04-11,280741111,1548851,45547500,67720,373,10987,131208248,66075072,13329710,31607,15920,3211,317975835,531152,40615524,76706,128,9793,184996434,30584643,38177985,44571,7369,9199
2024-04-12,310710527,7443433,47686997,74926,1789,11501,132030160,66735412,17749836,31789,16074,4275,306689419,6672732,44019227,73971,1607,10608,181836463,30469867,38907425,43798,7341,9368
2024-04-15,406936833,50073504,68540355,98949,12181,16656,123669144,67110888,17458547,30125,16344,4252,427243985,49653949,65590886,103854,12087,15948,196715806,30865664,35638240,47928,7517,8685
2024-04-16,591573309,36850842,108271835,146955,9234,26904,131734150,68596686,22794452,32980,17167,5707,594147078,35335770,104619230,147546,8855,25993,205185816,31814843,35993916,51366,7961,9017
2024-04-17,417277259,5022884,84046303,104069,1244,20932,100460414,68158064,16620731,24880,16880,4119,408234665,877991,86203167,101789,217,21468,172936009,31543294,27303268,42832,7812,6769
2024-04-18,362601123,1362453,41674629,89931,335,10322,101321214,68479704,19628190,24891,16823,4825,352346926,1175536,40333083,87395,289,9991,161146304,31380255,29086298,39591,7709,7153
2024-04-19,674936988,5204957,106699529,170784,1330,27068,83277609,70561048,20435485,21289,18038,5228,686330550,2524989,103843926,173531,645,26339,160623583,32229320,26038105,41066,8239,6666
2024-04-22,437894460,1902128,43792061,111699,487,11177,75049268,71261578,16767857,19216,18246,4297,427538140,476568,49400741,109061,122,12616,139083977,31565059,27896179,35616,8082,7152
2024-04-23,297954803,2105027,25775775,75861,535,6561,86870283,73311936,13706995,22071,18626,3486,282619890,0,33782563,71966,0,8597,136071750,31161312,33633887,34576,7917,8555
2024-04-24,268295026,2753549,43709989,67136,683,10904,94900732,76101410,17163069,23526,18865,4259,274084591,64126,37866734,68571,16,9455,148666230,30210626,31624144,36859,7489,7851
2024-04-25,301683310,1234538,31745097,75573,309,7958,82316535,75353152,16636838,20704,18952,4189,317002165,1347454,30615005,79417,339,7677,150520382,30241456,29633073,37864,7606,7465
2024-04-26,410862493,3513447,50427350,102562,871,12576,94329859,78884125,16633375,23378,19549,4127,397747684,594588,52483616,99290,149,13084,150346722,30187331,31739798,37266,7481,7878
2024-04-29,290152307,2676568,39357486,71228,654,9652,103993965,81201270,19556543,25304,19757,4764,294790651,430916,37857681,72381,105,9274,165787884,29345400,33634036,40345,7140,8195
2024-04-30,233997981,873927,29418050,57065,214,7177,99513168,80598689,18460817,24376,19742,4528,228698766,575908,30998548,55769,141,7562,155561949,28790495,33826063,38111,7052,8296
2024-05-02,274056672,2687906,38249865,67347,662,9405,85251523,81797052,20894075,21007,20155,5155,289540519,2179394,36361751,71153,537,8940,156413726,29788656,33947530,38548,7340,8375
2024-05-03,312022422,901163,40544021,76474,221,9932,83017063,83040344,23089205,20366,20371,5671,319924760,613872,36918527,78380,151,9051,162304447,30515930,32654196,39823,7486,8021
2024-05-06,299480507,1553351,39761910,72775,377,9656,96714275,84109754,25452558,23474,20414,6185,296680844,622563,38088129,72076,151,9251,173972415,30089799,33395303,42232,7303,8116
2024-05-07,217467879,1097915,35357453,52625,266,8561,91732384,84776550,23408594,22214,20529,5676,219389870,28890,37508177,53092,7,9080,171096728,29563792,33680100,41439,7159,8166
2024-05-08,196710147,716884,32257321,47608,173,7807,98568441,85668861,21492613,23782,20669,5193,181745830,161393,38572183,43986,39,9333,163212721,29697464,38044994,39385,7165,9189
2024-05-09,227468915,504669,37546359,54960,122,9076,91455018,84838992,22350416,22185,20580,5428,234162722,1369962,35983070,56573,332,8698,162401590,30035806,36913650,39401,7286,8963
2024-05-10,285654353,16664878,45558890,69014,4022,11004,101507167,85615620,21112309,24387,20569,5080,275923842,16833042,49121597,66669,4064,11859,163367079,30456274,38550367,39256,7317,9271
2024-05-13,376350732,57837957,60327789,90020,13844,14433,110422556,86096341,20636838,26439,20614,4949,378563365,56855705,56400111,90550,13609,13490,171011359,29766191,35517559,40956,7127,8511
2024-05-14,322413980,39088047,53455737,76980,9319,12758,115633278,83481317,20828647,27521,19868,4966,303685478,42570829,59277945,72507,10149,14149,157789763,30311767,41289485,37565,7214,9834
2024-05-15,314383958,1053523,99450014,74212,248,23478,107174395,83914099,7108866,25226,19751,1681,306495384,1531886,104653427,72356,361,24695,121923232,30632406,40521585,28707,7210,9544
2024-05-16,291314087,948985,42953040,68028,222,10035,109264755,79691914,10048410,25563,18644,2357,309401059,5438294,39368247,72254,1273,9194,145502573,30579058,40095962,34051,7154,9387
2024-05-17,217942907,798061,26526603,51036,187,6215,108383306,76439038,9197528,25401,17914,2162,219836495,4575279,26715068,51475,1072,6259,149502049,31187503,38561558,35049,7309,9044
2024-05-20,282202687,805401,40442593,66156,189,9486,115535406,74482603,11153712,27123,17485,2625,280571991,2632710,38933602,65762,618,9133,154897724,31134878,38914029,36377,7309,9142
2024-05-21,214296950,902183,27073609,50336,212,6363,121511796,74823256,10512440,28549,17579,2477,209971296,514879,30552961,49317,121,7179,156496273,31122797,42064899,36784,7312,9890
2024-05-22,241662114,3152237,39064507,56372,730,9107,146622387,77838351,13173756,33971,18034,3062,230574768,457460,37204895,53800,106,8675,170993275,30830617,43125390,39634,7143,9999
2024-05-23,250200989,660178,33065417,57972,153,7664,136686950,77648370,12180195,31634,17970,2828,263433256,311242,30398938,61051,72,7047,174316712,30238358,39327447,40359,6998,9109
